date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,population,population_density,aged_65_older,aged_70_older,median_age
2021-10-26,34215653.0,13451.0,455653.0,585.0,24555.355,9.653,327.006,0.42,1131826.0,601901543.0,431.963,0.812,1030850079.0,721149084.0,309700995.0,,6700130.0,73.98,51.75,22.23,,4484.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-27,34231809.0,16156.0,456386.0,733.0,24566.949,11.595,327.532,0.526,1305962.0,603207505.0,432.901,0.937,1036568410.0,723424864.0,313143546.0,,5718331.0,74.39,51.92,22.47,,4016.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-28,34246157.0,14348.0,457191.0,805.0,24577.246,10.297,328.11,0.578,1290900.0,604498405.0,433.827,0.926,1042458533.0,725633405.0,316825128.0,,5890123.0,74.81,52.08,22.74,,4024.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-29,34260470.0,14313.0,457740.0,549.0,24587.518,10.272,328.504,0.394,1387364.0,605885769.0,434.823,0.996,1051708635.0,729199887.0,322508748.0,,9250102.0,75.48,52.33,23.15,,4282.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-30,34273300.0,12830.0,458186.0,446.0,24596.726,9.208,328.824,0.32,1176850.0,607062619.0,435.667,0.845,1058489433.0,731811996.0,326677437.0,,6780798.0,75.96,52.52,23.44,,4598.0,1393409033.0,450.419,5.989,3.414,28.2
2021-10-31,34285814.0,12514.0,458437.0,251.0,24605.707,8.981,329.004,0.18,1257296.0,608319915.0,436.57,0.902,1062631351.0,733542729.0,329088622.0,,4141918.0,76.26,52.64,23.62,,4138.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-01,34296237.0,10423.0,458880.0,443.0,24613.187,7.48,329.322,0.318,881379.0,609201294.0,437.202,0.633,1067654329.0,735580368.0,332073961.0,,5022978.0,76.62,52.79,23.83,,4460.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-02,34308140.0,11903.0,459191.0,311.0,24621.729,8.542,329.545,0.223,1009045.0,610210339.0,437.926,0.724,1069718646.0,736446575.0,333272071.0,,2064317.0,76.77,52.85,23.92,,3985.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-03,34321025.0,12885.0,459652.0,461.0,24630.976,9.247,329.876,0.331,1068514.0,611278853.0,438.693,0.767,1075059421.0,738501950.0,336557471.0,,5340775.0,77.15,53.0,24.15,,3946.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-04,34333754.0,12729.0,459873.0,221.0,24640.112,9.135,330.034,0.159,1067914.0,612346767.0,439.459,0.766,1077107323.0,739357801.0,337749522.0,,2047902.0,77.3,53.06,24.24,,3552.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-05,34344683.0,10929.0,460265.0,392.0,24647.955,7.843,330.316,0.281,670847.0,613017614.0,439.941,0.481,1077793623.0,739594039.0,338199584.0,,686300.0,77.35,53.08,24.27,,2674.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-06,34355509.0,10826.0,460791.0,526.0,24655.724,7.769,330.693,0.377,948137.0,613965751.0,440.621,0.68,1080177477.0,740368395.0,339809082.0,,2383854.0,77.52,53.13,24.39,,2224.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-07,34366987.0,11478.0,461057.0,266.0,24663.962,8.237,330.884,0.191,919996.0,614885747.0,441.282,0.66,1083142285.0,741210655.0,341931630.0,,2964808.0,77.73,53.19,24.54,,2103.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-08,34377113.0,10126.0,461389.0,332.0,24671.229,7.267,331.122,0.238,1186202.0,616071949.0,442.133,0.851,1088236037.0,742750155.0,345485882.0,,5093752.0,78.1,53.3,24.79,,2110.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-09,34388579.0,11466.0,461849.0,460.0,24679.457,8.229,331.453,0.33,1151982.0,617223931.0,442.96,0.827,1092148139.0,743984381.0,348163758.0,,3912102.0,78.38,53.39,24.99,,2300.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-10,34401670.0,13091.0,462189.0,340.0,24688.852,9.395,331.697,0.244,1278728.0,618502659.0,443.877,0.918,1097806371.0,745597244.0,352209127.0,,5658232.0,78.79,53.51,25.28,,2332.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-11,34414186.0,12516.0,462690.0,501.0,24697.835,8.982,332.056,0.36,1399405.0,619902064.0,444.882,1.004,1102775592.0,746872225.0,355903367.0,,4969221.0,79.14,53.6,25.54,,2632.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-12,34426036.0,11850.0,463245.0,555.0,24706.339,8.504,332.454,0.398,1165286.0,621067350.0,445.718,0.836,1111423316.0,749179463.0,362243853.0,,8647724.0,79.76,53.77,26.0,,3448.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-13,34437307.0,11271.0,463530.0,285.0,24714.428,8.089,332.659,0.205,1266589.0,622333939.0,446.627,0.909,1119180353.0,751481608.0,367698745.0,,7757037.0,80.32,53.93,26.39,,3999.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-14,34447536.0,10229.0,463655.0,125.0,24721.769,7.341,332.749,0.09,1417405.0,623751344.0,447.644,1.017,1122889436.0,752662221.0,370227215.0,,3709083.0,80.59,54.02,26.57,,4075.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-15,34456401.0,8865.0,463852.0,197.0,24728.131,6.362,332.89,0.141,915198.0,624666542.0,448.301,0.657,1126981490.0,753932806.0,373048684.0,,4092054.0,80.88,54.11,26.77,,3972.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-16,34466598.0,10197.0,464153.0,301.0,24735.449,7.318,333.106,0.216,1107617.0,625774159.0,449.096,0.795,1133688213.0,756052687.0,377635526.0,,6706723.0,81.36,54.26,27.1,,4259.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-17,34478517.0,11919.0,464623.0,470.0,24744.003,8.554,333.443,0.337,1242177.0,627016336.0,449.987,0.891,1141006707.0,758251605.0,382755102.0,,7318494.0,81.89,54.42,27.47,,4429.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-18,34489623.0,11106.0,465082.0,459.0,24751.973,7.97,333.773,0.329,1232505.0,628248841.0,450.872,0.885,1148786886.0,760532284.0,388254602.0,,7780179.0,82.44,54.58,27.86,,4717.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-19,34499925.0,10302.0,465349.0,267.0,24759.367,7.393,333.964,0.192,1138699.0,629387540.0,451.689,0.817,1153595556.0,762169283.0,391426273.0,,4808670.0,82.79,54.7,28.09,,4324.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-20,34510413.0,10488.0,465662.0,313.0,24766.893,7.527,334.189,0.225,1187739.0,630575279.0,452.541,0.852,1163685005.0,765364845.0,398320160.0,,10089449.0,83.51,54.93,28.59,,4563.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-21,34518901.0,8488.0,465911.0,249.0,24772.985,6.092,334.368,0.179,1074099.0,631649378.0,453.312,0.771,1168057227.0,766988022.0,401069205.0,,4372222.0,83.83,55.04,28.78,,4631.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-22,34526480.0,7579.0,466147.0,236.0,24778.424,5.439,334.537,0.169,874881.0,632524259.0,453.94,0.628,1175843376.0,769596553.0,406246823.0,,7786149.0,84.39,55.23,29.15,,5009.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-23,34535763.0,9283.0,466584.0,437.0,24785.086,6.662,334.851,0.314,964980.0,633489239.0,454.633,0.693,1183947210.0,772215710.0,411731500.0,,8103834.0,84.97,55.42,29.55,,5153.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-24,34544882.0,9119.0,466980.0,396.0,24791.631,6.544,335.135,0.284,1284986.0,634774225.0,455.555,0.922,1193769229.0,775076432.0,418692797.0,,9822019.0,85.67,55.62,30.05,,5409.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-25,34555431.0,10549.0,467468.0,488.0,24799.201,7.571,335.485,0.35,1150538.0,635924763.0,456.381,0.826,1198528642.0,776515911.0,422012731.0,,4759413.0,86.01,55.73,30.29,,5100.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-26,34563749.0,8318.0,467933.0,465.0,24805.171,5.97,335.819,0.334,1181246.0,637106009.0,457.228,0.848,1210758081.0,780551005.0,430207076.0,,12229439.0,86.89,56.02,30.87,,5861.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-27,34572523.0,8774.0,468554.0,621.0,24811.468,6.297,336.265,0.446,1141880.0,638247889.0,458.048,0.819,1212493046.0,781075743.0,431417303.0,,1734965.0,87.02,56.06,30.96,,5004.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-28,34580832.0,8309.0,468790.0,236.0,24817.431,5.963,336.434,0.169,1179373.0,639427262.0,458.894,0.846,1223194701.0,784647922.0,438546779.0,,10701655.0,87.78,56.31,31.47,,5653.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-29,34587822.0,6990.0,468980.0,190.0,24822.447,5.016,336.57,0.136,864063.0,640291325.0,459.514,0.62,1228492006.0,786355397.0,442136609.0,,5297305.0,88.16,56.43,31.73,,5398.0,1393409033.0,450.419,5.989,3.414,28.2
2021-11-30,34596776.0,8954.0,469247.0,267.0,24828.873,6.426,336.762,0.192,1012523.0,641303848.0,460.241,0.727,1237055142.0,789054196.0,448000946.0,,8563136.0,88.78,56.63,32.15,,5445.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-01,34606541.0,9765.0,469724.0,477.0,24835.881,7.008,337.104,0.342,1108467.0,642412315.0,461.036,0.796,1245517176.0,791626543.0,453890633.0,,8462034.0,89.39,56.81,32.57,,5305.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-02,34615757.0,9216.0,470115.0,391.0,24842.495,6.614,337.385,0.281,1098611.0,643510926.0,461.825,0.788,1255866411.0,794528313.0,461338098.0,,10349235.0,90.13,57.02,33.11,,5878.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-03,34624360.0,8603.0,470530.0,415.0,24848.669,6.174,337.683,0.298,1157156.0,644668082.0,462.655,0.83,1261728028.0,796283823.0,465444205.0,,5861617.0,90.55,57.15,33.4,,5226.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-04,34624360.0,0.0,470530.0,0.0,24848.669,0.0,337.683,0.0,1358704.0,646026786.0,463.63,0.975,1273806245.0,799745524.0,474060721.0,,12078217.0,91.42,57.39,34.02,,6286.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-05,34641561.0,17201.0,473537.0,3007.0,24861.014,12.345,339.841,2.158,1226064.0,647252850.0,464.51,0.88,1278763558.0,801417375.0,477346183.0,,4957313.0,91.77,57.51,34.26,,5697.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-06,34648383.0,6822.0,473757.0,220.0,24865.91,4.896,339.999,0.158,1006217.0,648259067.0,465.232,0.722,1283718063.0,802894059.0,480824004.0,,4954505.0,92.13,57.62,34.51,,5662.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-07,34656822.0,8439.0,473952.0,195.0,24871.966,6.056,340.138,0.14,1187947.0,649447014.0,466.085,0.853,1291962219.0,805404596.0,486557623.0,,8244156.0,92.72,57.8,34.92,,5629.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-08,34666241.0,9419.0,474111.0,159.0,24878.726,6.76,340.253,0.114,1213130.0,650660144.0,466.956,0.871,1299875078.0,807755550.0,492119528.0,,7912859.0,93.29,57.97,35.32,,5573.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-09,34674643.0,8402.0,474479.0,368.0,24884.755,6.03,340.517,0.264,1289983.0,651950127.0,467.881,0.926,1308244539.0,810142506.0,498102033.0,,8369461.0,93.89,58.14,35.75,,5370.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-10,34682633.0,7990.0,474872.0,393.0,24890.49,5.734,340.799,0.282,1293412.0,653243539.0,468.81,0.928,1312375088.0,811443992.0,500931096.0,,4130549.0,94.18,58.23,35.95,,5193.0,1393409033.0,450.419,5.989,3.414,28.2
2021-12-11,34690510.0,7877.0,475434.0,562.0,24896.143,5.653,341.202,0.403,,,,,1327494248.0,815387998.0,512106250.0,,15119160.0,95.27,58.52,36.75,,5504.0,1393409033.0,450.419,5.989,3.414,28.2
